id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,ml_sentiment,ml_confidence,ensemble_sentiment
tweet_735,blown away Amazon! via @user,positive,Amazon,2025-08-07 21:04:35,user_144,57,490,4386,blown away amazon! via,blown away amazon !,blown away amazon,28,22,17,3,0.0,0.0,neutral,0.1779,0.459,0.0,0.541,positive,positive,0.9169436063977944,positive
tweet_736,awesome Amazon! 👍,positive,Amazon,2025-08-27 19:18:09,user_68,74,375,1996,awesome amazon!,awesome amazon !,awesome amazon,17,15,14,2,1.0,1.0,positive,0.7003,1.0,0.0,0.0,positive,positive,0.9012233912102138,positive
tweet_737,exceeded expectations iPhone 15! what do you think?,positive,iPhone 15,2025-08-03 06:36:34,user_159,4,133,4013,exceeded expectations iphone 15! what do you think?,exceeded expectations iphone 15 ! think ?,exceeded expectation iphone think,51,51,33,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.8603303580549951,positive
tweet_738,Microsoft is a frustrating experience #hashtag,negative,Microsoft,2025-08-23 08:20:49,user_90,41,171,2557,microsoft is a frustrating experience hashtag,microsoft frustrating experience hashtag,microsoft frustrating experience hashtag,46,45,40,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.8401021365546301,negative
tweet_739,blown away Netflix! RT @user:,positive,Netflix,2025-08-20 09:37:04,user_166,26,460,4415,blown away netflix!,blown away netflix !,blown away netflix,29,19,18,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.8966473086464473,positive
tweet_740,blown away ChatGPT! #hashtag,positive,ChatGPT,2025-08-27 19:09:16,user_416,73,81,3423,blown away chatgpt! hashtag,blown away chatgpt ! hashtag,blown away chatgpt hashtag,28,27,26,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9096870978128477,positive
tweet_741,Netflix is a not worth it ,negative,Netflix,2025-08-09 00:30:36,user_162,61,165,6231,netflix is a not worth it,netflix not worth,netflix not worth,26,25,17,3,-0.15,0.1,negative,-0.1695,0.0,0.454,0.546,negative,negative,0.7585986528639242,negative
tweet_742,awesome Amazon! ,positive,Amazon,2025-08-26 21:40:15,user_91,17,343,5978,awesome amazon!,awesome amazon !,awesome amazon,16,15,14,2,1.0,1.0,positive,0.7003,1.0,0.0,0.0,positive,positive,0.9012233912102138,positive
tweet_743,Amazon is standard quality @mention,neutral,Amazon,2025-08-25 19:47:22,user_124,98,392,6840,amazon is standard quality,amazon standard quality,amazon standard quality,35,26,23,3,0.0,0.0,neutral,0.1779,0.459,0.0,0.541,positive,neutral,0.8413492885739476,neutral
tweet_744,Netflix is a horrible #hate,negative,Netflix,2025-08-30 02:14:50,user_4,22,408,5068,netflix is a horrible hate,netflix horrible hate,netflix horrible hate,27,26,21,3,-0.9,0.95,negative,-0.802,0.0,0.878,0.122,negative,negative,0.8205483400890593,negative
tweet_745,Climate Change is not bad 👍,neutral,Climate Change,2025-08-17 12:19:34,user_114,80,77,151,climate change is not bad,climate change not bad,climate change not bad,27,25,22,4,0.3499999999999999,0.6666666666666666,positive,0.431,0.487,0.0,0.513,positive,neutral,0.7989853724034487,positive
tweet_746,Apple is mixed feelings agree?,neutral,Apple,2025-08-04 00:20:44,user_481,99,165,7988,apple is mixed feelings agree?,apple mixed feelings agree ?,apple mixed feeling agree,30,30,25,4,0.0,0.25,neutral,0.4588,0.667,0.0,0.333,positive,neutral,0.8502877070904991,neutral
tweet_747,awesome ChatGPT! omg,positive,ChatGPT,2025-08-22 17:35:58,user_486,47,423,6935,awesome chatgpt! omg,awesome chatgpt ! omg,awesome chatgpt omg,20,20,19,3,1.0,1.0,positive,0.6249,0.672,0.0,0.328,positive,positive,0.808539426711182,positive
tweet_748,outstanding Amazon! lol,positive,Amazon,2025-08-06 19:36:08,user_416,58,40,4973,outstanding amazon! lol,outstanding amazon ! lol,outstanding amazon lol,23,23,22,3,0.65,0.7875,positive,0.8176,1.0,0.0,0.0,positive,positive,0.7914353616600249,positive
tweet_749,Apple is a regret buying what do you think?,negative,Apple,2025-08-02 07:32:17,user_470,19,216,5897,apple is a regret buying what do you think?,apple regret buying think ?,apple regret buying think,43,43,25,4,0.0,0.0,neutral,-0.4215,0.0,0.483,0.517,negative,negative,0.8543717241011319,negative
tweet_750,top notch Google! ,positive,Google,2025-08-11 05:03:22,user_314,70,255,2603,top notch google!,top notch google !,top notch google,18,17,16,3,0.5,0.5,positive,0.2023,0.474,0.0,0.526,positive,positive,0.8649096915388722,positive
tweet_751,top notch Apple! #amazing,positive,Apple,2025-08-08 14:44:01,user_429,34,414,9938,top notch apple! amazing,top notch apple ! amazing,top notch apple amazing,25,24,23,4,0.55,0.7,positive,0.6808,0.737,0.0,0.263,positive,positive,0.8502108239432137,positive
tweet_752,ChatGPT is a avoid this 💯,negative,ChatGPT,2025-08-06 12:44:02,user_257,20,324,7255,chatgpt is a avoid this,chatgpt avoid,chatgpt avoid,25,23,13,2,0.0,0.0,neutral,-0.296,0.0,0.688,0.312,negative,negative,0.842655844057345,negative
tweet_753,perfect choice Tesla Model 3! RT @user:,positive,Tesla Model 3,2025-08-11 03:16:13,user_22,1,30,1284,perfect choice tesla model 3!,perfect choice tesla model 3 !,perfect choice tesla model,39,29,26,4,1.0,1.0,positive,0.5719,0.552,0.0,0.448,positive,positive,0.8397392396420931,positive
tweet_754,exceeded expectations Olympics 2024! omg,positive,Olympics 2024,2025-08-07 01:24:18,user_38,56,402,2554,exceeded expectations olympics 2024! omg,exceeded expectations olympics 2024 ! omg,exceeded expectation olympics omg,40,40,33,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.8883892798004628,positive
tweet_755,Apple is it's okay omg,neutral,Apple,2025-08-13 22:23:27,user_107,99,36,5459,apple is it is okay omg,apple okay omg,apple okay omg,22,23,14,3,0.5,0.5,positive,0.2263,0.487,0.0,0.513,positive,neutral,0.7960937681708458,positive
tweet_756,outstanding Climate Change! #amazing,positive,Climate Change,2025-08-19 16:24:55,user_248,37,459,7808,outstanding climate change! amazing,outstanding climate change ! amazing,outstanding climate change amazing,36,35,34,4,0.55,0.8875,positive,0.8316,0.796,0.0,0.204,positive,positive,0.8103207181017287,positive
tweet_757,Netflix is a frustrating experience #amazing,negative,Netflix,2025-08-11 12:37:56,user_434,77,276,4918,netflix is a frustrating experience amazing,netflix frustrating experience amazing,netflix frustrating experience amazing,44,43,38,4,0.10000000000000003,0.9,positive,0.2263,0.437,0.333,0.23,positive,negative,0.8423224980250104,positive
tweet_758,Microsoft is it's okay agree?,neutral,Microsoft,2025-08-07 15:50:19,user_56,59,388,4497,microsoft is it is okay agree?,microsoft okay agree ?,microsoft okay agree,29,30,20,3,0.5,0.5,positive,0.5267,0.815,0.0,0.185,positive,neutral,0.8131523300130237,positive
tweet_759,iPhone 15 is ordinary 😍,neutral,iPhone 15,2025-08-16 21:58:44,user_204,9,460,2002,iphone 15 is ordinary,iphone 15 ordinary,iphone ordinary,23,21,15,2,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8638884569872574,neutral
tweet_760,awesome Amazon! #hate,positive,Amazon,2025-08-16 07:13:24,user_440,27,343,1736,awesome amazon! hate,awesome amazon ! hate,awesome amazon hate,21,20,19,3,0.09999999999999998,0.95,neutral,0.2732,0.611,0.389,0.0,positive,positive,0.8371085282589046,positive
tweet_761,top notch Apple! check this out!,positive,Apple,2025-08-07 19:03:53,user_347,41,369,6439,top notch apple! check this out!,top notch apple ! check !,top notch apple check,32,32,21,4,0.5,0.5,positive,0.2023,0.375,0.0,0.625,positive,positive,0.7483019759500205,positive
tweet_762,fantastic experience Tesla Model 3! #love,positive,Tesla Model 3,2025-08-07 17:28:22,user_80,87,423,1012,fantastic experience tesla model 3! love,fantastic experience tesla model 3 ! love,fantastic experience tesla model love,41,40,37,5,0.45,0.75,positive,0.8316,0.722,0.0,0.278,positive,positive,0.9027680154277797,positive
tweet_763,exceeded expectations ChatGPT! 👍,positive,ChatGPT,2025-08-17 18:04:03,user_286,48,50,320,exceeded expectations chatgpt!,exceeded expectations chatgpt !,exceeded expectation chatgpt,32,30,28,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9311483291107798,positive
tweet_764,ChatGPT is fair price lol,neutral,ChatGPT,2025-08-14 13:18:18,user_168,74,248,6637,chatgpt is fair price lol,chatgpt fair price lol,chatgpt fair price lol,25,25,22,4,0.75,0.8,positive,0.6249,0.718,0.0,0.282,positive,neutral,0.8730625803164423,positive
tweet_765,Google is standard quality check this out!,neutral,Google,2025-08-19 00:37:07,user_7,53,56,1275,google is standard quality check this out!,google standard quality check !,google standard quality check,42,42,29,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8851266527785335,neutral
tweet_766,highly recommend Tesla Model 3! 👎,positive,Tesla Model 3,2025-08-12 10:50:54,user_66,39,482,8173,highly recommend tesla model 3!,highly recommend tesla model 3 !,highly recommend tesla model,33,31,28,4,0.16,0.54,positive,0.4201,0.482,0.0,0.518,positive,positive,0.8853494665654252,positive
tweet_767,top notch Microsoft! 🔥,positive,Microsoft,2025-08-20 12:10:27,user_250,25,167,1737,top notch microsoft!,top notch microsoft !,top notch microsoft,22,20,19,3,0.5,0.5,positive,0.2023,0.474,0.0,0.526,positive,positive,0.8437233123173536,positive
tweet_768,ChatGPT is typical what do you think?,neutral,ChatGPT,2025-08-09 14:16:24,user_265,3,316,3450,chatgpt is typical what do you think?,chatgpt typical think ?,chatgpt typical think,37,37,21,3,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8000551627967908,neutral
tweet_769,Climate Change is decent enough @mention,neutral,Climate Change,2025-08-21 13:23:39,user_311,56,49,3613,climate change is decent enough,climate change decent enough,climate change decent enough,40,31,28,4,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.846016302618843,neutral
tweet_770,Apple is fair price ,neutral,Apple,2025-08-09 02:24:34,user_243,29,376,2522,apple is fair price,apple fair price,apple fair price,20,19,16,3,0.7,0.9,positive,0.3182,0.535,0.0,0.465,positive,neutral,0.8781014326913827,positive
tweet_771,Tesla Model 3 is acceptable via @user,neutral,Tesla Model 3,2025-08-02 07:06:52,user_477,77,428,768,tesla model 3 is acceptable via,tesla model 3 acceptable,tesla model acceptable,37,31,22,3,0.0,0.0,neutral,0.3182,0.535,0.0,0.465,positive,neutral,0.7877313938514875,neutral
tweet_772,Netflix is reasonable option #fail,neutral,Netflix,2025-08-27 21:25:11,user_363,4,367,6189,netflix is reasonable option fail,netflix reasonable option fail,netflix reasonable option fail,34,33,30,4,-0.15,0.44999999999999996,negative,-0.5423,0.0,0.538,0.462,negative,neutral,0.8213784545703169,negative
tweet_773,Netflix is a horrible 👍,negative,Netflix,2025-08-01 17:41:56,user_72,60,261,5551,netflix is a horrible,netflix horrible,netflix horrible,23,21,16,2,-1.0,1.0,negative,-0.5423,0.0,0.778,0.222,negative,negative,0.8658968711458457,negative
tweet_774,Amazon is a regret buying @mention,negative,Amazon,2025-08-17 14:19:33,user_448,95,434,4276,amazon is a regret buying,amazon regret buying,amazon regret buying,34,25,20,3,0.0,0.0,neutral,-0.2732,0.309,0.509,0.182,negative,negative,0.8971818895656358,negative
tweet_775,iPhone 15 is nothing special lol,neutral,iPhone 15,2025-08-27 07:13:40,user_290,41,419,6697,iphone 15 is nothing special lol,iphone 15 nothing special lol,iphone nothing special lol,32,32,26,4,0.5785714285714286,0.6357142857142857,positive,-0.5559,0.0,0.697,0.303,negative,neutral,0.7997371898159114,neutral
tweet_776,Google is a terrible quality ,negative,Google,2025-08-01 21:19:09,user_112,58,448,453,google is a terrible quality,google terrible quality,google terrible quality,29,28,23,3,-1.0,1.0,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8545917837343201,negative
tweet_777,Climate Change is a avoid this #amazing,negative,Climate Change,2025-08-30 09:43:31,user_19,14,445,3833,climate change is a avoid this amazing,climate change avoid amazing,climate change avoid amazing,39,38,28,4,0.6000000000000001,0.9,positive,0.3818,0.475,0.275,0.25,positive,negative,0.7817083001915789,positive
tweet_778,Google is fair price #love,neutral,Google,2025-08-03 19:12:24,user_380,15,406,2205,google is fair price love,google fair price love,google fair price love,26,25,22,4,0.6,0.75,positive,0.7579,0.765,0.0,0.235,positive,neutral,0.819816214242057,positive
tweet_779,Amazon is a regret buying #love,negative,Amazon,2025-08-11 21:29:07,user_473,48,363,1929,amazon is a regret buying love,amazon regret buying love,amazon regret buying love,31,30,25,4,0.5,0.6,positive,0.4767,0.608,0.289,0.103,positive,negative,0.833535377426912,positive
tweet_780,Apple is could be better via @user,neutral,Apple,2025-08-13 07:57:32,user_151,89,422,7389,apple is could be better via,apple could better,apple could better,34,28,18,3,0.5,0.5,positive,0.4404,0.592,0.0,0.408,positive,neutral,0.8547861742825426,positive
tweet_781,Olympics 2024 is a horrible omg,negative,Olympics 2024,2025-08-02 12:03:58,user_105,74,133,6810,olympics 2024 is a horrible omg,olympics 2024 horrible omg,olympics horrible omg,31,31,21,3,-1.0,1.0,negative,-0.5423,0.0,0.636,0.364,negative,negative,0.825364526861458,negative
tweet_782,fantastic experience Microsoft! omg,positive,Microsoft,2025-08-16 10:03:48,user_166,4,215,6194,fantastic experience microsoft! omg,fantastic experience microsoft ! omg,fantastic experience microsoft omg,35,35,34,4,0.4,0.9,positive,0.5574,0.545,0.0,0.455,positive,positive,0.850514714892024,positive
tweet_783,Climate Change is a regret buying #fail,negative,Climate Change,2025-08-15 11:48:37,user_167,63,397,5751,climate change is a regret buying fail,climate change regret buying fail,climate change regret buying fail,39,38,33,5,-0.5,0.3,negative,-0.743,0.0,0.677,0.323,negative,negative,0.8603462602106084,negative
tweet_784,Amazon is a complete failure check this out!,negative,Amazon,2025-08-17 03:27:13,user_270,98,335,8628,amazon is a complete failure check this out!,amazon complete failure check !,amazon complete failure check,44,44,29,4,-0.10833333333333332,0.35,negative,-0.3818,0.243,0.471,0.286,negative,negative,0.9080607367289383,negative
tweet_785,Olympics 2024 is fair price check this out!,neutral,Olympics 2024,2025-08-23 16:14:50,user_16,39,119,6065,olympics 2024 is fair price check this out!,olympics 2024 fair price check !,olympics fair price check,43,43,25,4,0.7,0.9,positive,0.3182,0.434,0.0,0.566,positive,neutral,0.8911079706663706,positive
tweet_786,highly recommend Google! #love,positive,Google,2025-08-04 00:42:35,user_234,25,59,5097,highly recommend google! love,highly recommend google ! love,highly recommend google love,30,29,28,4,0.33,0.5700000000000001,positive,0.8051,0.784,0.0,0.216,positive,positive,0.9330825364921662,positive
tweet_787,Microsoft is typical via @user,neutral,Microsoft,2025-08-04 00:25:14,user_276,7,9,9022,microsoft is typical via,microsoft typical,microsoft typical,30,24,17,2,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8990832950229207,neutral
tweet_788,incredible quality Microsoft! #amazing,positive,Microsoft,2025-08-02 04:36:01,user_347,99,19,7572,incredible quality microsoft! amazing,incredible quality microsoft ! amazing,incredible quality microsoft amazing,38,37,36,4,0.75,0.9,positive,0.6204,0.575,0.0,0.425,positive,positive,0.8570125411249947,positive
tweet_789,Apple is could be better @mention,neutral,Apple,2025-08-28 11:23:24,user_246,67,112,2883,apple is could be better,apple could better,apple could better,33,24,18,3,0.5,0.5,positive,0.4404,0.592,0.0,0.408,positive,neutral,0.8547861742825426,positive
tweet_790,best ever Amazon! #fail,positive,Amazon,2025-08-02 00:39:35,user_173,18,9,1542,best ever amazon! fail,best ever amazon ! fail,best ever amazon fail,23,22,21,4,0.25,0.3,positive,0.34,0.567,0.337,0.096,positive,positive,0.8200313960740693,positive
tweet_791,Olympics 2024 is moderate ,neutral,Olympics 2024,2025-08-11 00:17:03,user_70,53,328,710,olympics 2024 is moderate,olympics 2024 moderate,olympics moderate,26,25,17,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8114736860187458,neutral
tweet_792,Olympics 2024 is a total disappointment via @user,negative,Olympics 2024,2025-08-02 12:47:40,user_162,10,360,6949,olympics 2024 is a total disappointment via,olympics 2024 total disappointment,olympics total disappointment,49,43,29,3,-0.3,0.575,negative,-0.5563,0.0,0.642,0.358,negative,negative,0.9248442728761136,negative
tweet_793,ChatGPT is a horrible #fail,negative,ChatGPT,2025-08-11 20:17:06,user_268,14,495,7511,chatgpt is a horrible fail,chatgpt horrible fail,chatgpt horrible fail,27,26,21,3,-0.75,0.65,negative,-0.7906,0.0,0.875,0.125,negative,negative,0.8197488613820725,negative
tweet_794,awesome Olympics 2024! #trending,positive,Olympics 2024,2025-08-07 11:12:23,user_426,97,448,4737,awesome olympics 2024! trending,awesome olympics 2024 ! trending,awesome olympics trending,32,31,25,3,1.0,1.0,positive,0.6249,0.672,0.0,0.328,positive,positive,0.8347305369388743,positive
tweet_795,Apple is typical omg,neutral,Apple,2025-08-21 15:47:41,user_254,49,372,7321,apple is typical omg,apple typical omg,apple typical omg,20,20,17,3,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.754648641875648,neutral
tweet_796,Netflix is acceptable 😍,neutral,Netflix,2025-08-05 22:38:35,user_252,83,265,8244,netflix is acceptable,netflix acceptable,netflix acceptable,23,21,18,2,0.0,0.0,neutral,0.3182,0.697,0.0,0.303,positive,neutral,0.8712327304668064,neutral
tweet_797,Apple is a total disappointment ,negative,Apple,2025-08-21 14:53:13,user_126,76,386,2730,apple is a total disappointment,apple total disappointment,apple total disappointment,32,31,26,3,-0.3,0.575,negative,-0.5563,0.0,0.642,0.358,negative,negative,0.8818594821080016,negative
tweet_798,exceeded expectations Google! @mention,positive,Google,2025-08-10 21:52:50,user_298,60,272,4002,exceeded expectations google!,exceeded expectations google !,exceeded expectation google,38,29,27,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9190571593068997,positive
tweet_799,Netflix is a not worth it @mention,negative,Netflix,2025-08-12 11:00:08,user_403,30,461,2634,netflix is a not worth it,netflix not worth,netflix not worth,34,25,17,3,-0.15,0.1,negative,-0.1695,0.0,0.454,0.546,negative,negative,0.7585986528639242,negative
tweet_800,Tesla Model 3 is a pathetic 👍,negative,Tesla Model 3,2025-08-31 02:16:21,user_345,17,242,3252,tesla model 3 is a pathetic,tesla model 3 pathetic,tesla model pathetic,29,27,20,3,-1.0,1.0,negative,-0.5719,0.0,0.649,0.351,negative,negative,0.829551368275312,negative
tweet_801,perfect choice Tesla Model 3! 😢,positive,Tesla Model 3,2025-08-20 08:04:13,user_424,17,371,1071,perfect choice tesla model 3!,perfect choice tesla model 3 !,perfect choice tesla model,31,29,26,4,1.0,1.0,positive,0.5719,0.552,0.0,0.448,positive,positive,0.8397392396420931,positive
tweet_802,Netflix is average product 😍,neutral,Netflix,2025-08-29 14:28:58,user_76,5,129,2872,netflix is average product,netflix average product,netflix average product,28,26,23,3,-0.15,0.39999999999999997,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8751019256565205,neutral
tweet_803,amazing product Microsoft! 👍,positive,Microsoft,2025-08-16 09:48:27,user_216,32,481,8760,amazing product microsoft!,amazing product microsoft !,amazing product microsoft,28,26,25,3,0.6000000000000001,0.9,positive,0.5859,0.655,0.0,0.345,positive,positive,0.8777926485471875,positive
tweet_804,iPhone 15 is a avoid this ,negative,iPhone 15,2025-08-19 10:39:01,user_447,94,496,8453,iphone 15 is a avoid this,iphone 15 avoid,iphone avoid,26,25,12,2,0.0,0.0,neutral,-0.296,0.0,0.688,0.312,negative,negative,0.8450999361400287,negative
tweet_805,Microsoft is a worst purchase 🔥,negative,Microsoft,2025-08-05 14:15:13,user_21,90,296,4638,microsoft is a worst purchase,microsoft worst purchase,microsoft worst purchase,31,29,24,3,-1.0,1.0,negative,-0.6249,0.0,0.672,0.328,negative,negative,0.8695969839809219,negative
tweet_806,Tesla Model 3 is acceptable 💯,neutral,Tesla Model 3,2025-08-18 03:58:29,user_474,42,23,8832,tesla model 3 is acceptable,tesla model 3 acceptable,tesla model acceptable,29,27,22,3,0.0,0.0,neutral,0.3182,0.535,0.0,0.465,positive,neutral,0.7877313938514875,neutral
tweet_807,AWESOME GOOGLE! 👍,positive,Google,2025-08-07 16:34:01,user_9,48,224,977,awesome google!,awesome google !,awesome google,17,15,14,2,1.0,1.0,positive,0.6249,0.804,0.0,0.196,positive,positive,0.8590773674444956,positive
tweet_808,awesome Tesla Model 3! check this out!,positive,Tesla Model 3,2025-08-17 03:42:12,user_43,95,362,2739,awesome tesla model 3! check this out!,awesome tesla model 3 ! check !,awesome tesla model check,38,38,25,4,1.0,1.0,positive,0.6249,0.577,0.0,0.423,positive,positive,0.7613935980167091,positive
tweet_809,Apple is fair price #love,neutral,Apple,2025-08-03 23:50:21,user_83,99,120,3856,apple is fair price love,apple fair price love,apple fair price love,25,24,21,4,0.6,0.75,positive,0.7579,0.765,0.0,0.235,positive,neutral,0.7823086424068558,positive
tweet_810,Microsoft is a waste of money omg,negative,Microsoft,2025-08-28 01:43:37,user_99,57,448,8807,microsoft is a waste of money omg,microsoft waste money omg,microsoft waste money omg,33,33,25,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.8098500285856941,negative
tweet_811,Netflix is a broken #trending,negative,Netflix,2025-08-16 17:37:08,user_138,44,150,1298,netflix is a broken trending,netflix broken trending,netflix broken trending,29,28,23,3,-0.4,0.4,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.7560357030263376,negative
tweet_812,Climate Change is a useless thoughts?,negative,Climate Change,2025-08-05 11:38:07,user_376,7,427,4962,climate change is a useless thoughts?,climate change useless thoughts ?,climate change useless thought,37,37,30,4,-0.5,0.2,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.7952443209805191,negative
tweet_813,totally worth it Netflix! omg,positive,Netflix,2025-08-28 07:05:15,user_141,69,193,7632,totally worth it netflix! omg,totally worth netflix ! omg,totally worth netflix omg,29,29,25,4,0.3,0.1,positive,0.2944,0.422,0.0,0.578,positive,positive,0.8244950888701839,positive
tweet_814,Climate Change is a horrible 🔥,negative,Climate Change,2025-08-05 15:38:42,user_322,20,59,2827,climate change is a horrible,climate change horrible,climate change horrible,30,28,23,3,-1.0,1.0,negative,-0.5423,0.0,0.636,0.364,negative,negative,0.8004510602668444,negative
tweet_815,iPhone 15 is mixed feelings lol,neutral,iPhone 15,2025-08-11 12:13:33,user_216,17,229,3564,iphone 15 is mixed feelings lol,iphone 15 mixed feelings lol,iphone mixed feeling lol,31,31,24,4,0.4,0.475,positive,0.5106,0.683,0.0,0.317,positive,neutral,0.8956342105475283,positive
tweet_816,perfect choice Netflix! RT @user:,positive,Netflix,2025-08-10 19:01:16,user_89,18,259,9738,perfect choice netflix!,perfect choice netflix !,perfect choice netflix,33,23,22,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8796763409376387,positive
tweet_817,exceeded expectations iPhone 15! 😢,positive,iPhone 15,2025-08-05 00:53:47,user_120,58,124,538,exceeded expectations iphone 15!,exceeded expectations iphone 15 !,exceeded expectation iphone,34,32,27,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9242294180509081,positive
tweet_818,Tesla Model 3 is as expected @mention,neutral,Tesla Model 3,2025-08-28 12:12:43,user_422,95,184,633,tesla model 3 is as expected,tesla model 3 expected,tesla model expected,37,28,20,3,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.7936713798494162,neutral
tweet_819,Olympics 2024 is could be better lol,neutral,Olympics 2024,2025-08-12 03:31:38,user_446,93,200,1993,olympics 2024 is could be better lol,olympics 2024 could better lol,olympics could better lol,36,36,25,4,0.65,0.6,positive,0.6908,0.74,0.0,0.26,positive,neutral,0.7485380742160856,positive
tweet_820,totally worth it Amazon! 👎,positive,Amazon,2025-08-12 19:05:28,user_324,9,142,4601,totally worth it amazon!,totally worth amazon !,totally worth amazon,26,24,20,3,0.3,0.1,positive,0.489,0.807,0.0,0.193,positive,positive,0.8494127398703504,positive
tweet_821,outstanding Olympics 2024! lol,positive,Olympics 2024,2025-08-11 18:12:44,user_203,52,222,1047,outstanding olympics 2024! lol,outstanding olympics 2024 ! lol,outstanding olympics lol,30,30,24,3,0.65,0.7875,positive,0.7783,0.872,0.0,0.128,positive,positive,0.7391743406911486,positive
tweet_822,incredible quality Netflix! @mention,positive,Netflix,2025-08-26 19:20:41,user_414,0,443,4150,incredible quality netflix!,incredible quality netflix !,incredible quality netflix,36,27,26,3,0.9,0.9,positive,0.0,0.0,0.0,1.0,neutral,positive,0.8651704466416901,positive
tweet_823,Microsoft is ordinary check this out!,neutral,Microsoft,2025-08-25 12:15:22,user_344,74,145,7710,microsoft is ordinary check this out!,microsoft ordinary check !,microsoft ordinary check,37,37,24,3,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.7654940360244091,neutral
tweet_824,Google is moderate ...,neutral,Google,2025-08-18 00:01:47,user_286,92,448,9054,google is moderate ...,google moderate ...,google moderate,22,22,15,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8428087718709154,neutral
tweet_825,incredible quality Climate Change! thoughts?,positive,Climate Change,2025-08-10 11:35:56,user_249,43,368,2006,incredible quality climate change! thoughts?,incredible quality climate change ! thoughts ?,incredible quality climate change thought,44,44,41,5,0.9,0.9,positive,0.0,0.0,0.0,1.0,neutral,positive,0.8013651159761386,positive
tweet_826,Microsoft is a worst purchase ,negative,Microsoft,2025-08-24 11:22:54,user_445,94,367,3024,microsoft is a worst purchase,microsoft worst purchase,microsoft worst purchase,30,29,24,3,-1.0,1.0,negative,-0.6249,0.0,0.672,0.328,negative,negative,0.8695969839809219,negative
tweet_827,Tesla Model 3 is a broken via @user,negative,Tesla Model 3,2025-08-25 22:45:40,user_315,22,490,9771,tesla model 3 is a broken via,tesla model 3 broken,tesla model broken,35,29,18,3,-0.4,0.4,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8257489922368245,negative
tweet_828,ChatGPT is fair price RT @user:,neutral,ChatGPT,2025-08-17 18:22:47,user_336,61,98,8810,chatgpt is fair price,chatgpt fair price,chatgpt fair price,31,21,18,3,0.7,0.9,positive,0.3182,0.535,0.0,0.465,positive,neutral,0.889107911315319,positive
tweet_829,Climate Change is a frustrating experience 👍,negative,Climate Change,2025-08-03 08:28:49,user_392,59,381,8420,climate change is a frustrating experience,climate change frustrating experience,climate change frustrating experience,44,42,37,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.874679504272308,negative
tweet_830,highly recommend Apple! via @user,positive,Apple,2025-08-02 20:07:23,user_30,25,122,4883,highly recommend apple! via,highly recommend apple !,highly recommend apple,33,27,22,3,0.16,0.54,positive,0.4201,0.583,0.0,0.417,positive,positive,0.9145011404986355,positive
tweet_831,best ever Apple! agree?,positive,Apple,2025-08-21 16:52:20,user_195,52,424,9186,best ever apple! agree?,best ever apple ! agree ?,best ever apple agree,23,23,21,4,1.0,0.3,positive,0.7717,0.77,0.0,0.23,positive,positive,0.7924477223419578,positive
tweet_832,ChatGPT is reasonable option via @user,neutral,ChatGPT,2025-08-06 13:46:00,user_8,93,157,7371,chatgpt is reasonable option via,chatgpt reasonable option,chatgpt reasonable option,38,32,25,3,0.2,0.6,positive,0.0,0.0,0.0,1.0,neutral,neutral,0.8591867319486177,neutral
