id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count
tweet_665,Amazon is reasonable option #amazing,neutral,Amazon,2025-08-26 13:55:13,user_292,51,38,8684,amazon is reasonable option amazing,amazon reasonable option amazing,amazon reasonable option amazing,36,35,32,4
tweet_666,Amazon is a terrible quality #trending,negative,Amazon,2025-08-13 23:32:28,user_360,82,448,2932,amazon is a terrible quality trending,amazon terrible quality trending,amazon terrible quality trending,38,37,32,4
tweet_667,Apple is could be better #amazing,neutral,Apple,2025-08-14 22:57:25,user_489,62,169,6280,apple is could be better amazing,apple could better amazing,apple could better amazing,33,32,26,4
tweet_668,love this Olympics 2024! #hashtag,positive,Olympics 2024,2025-08-20 21:18:20,user_249,25,79,7289,love this olympics 2024! hashtag,love olympics 2024 ! hashtag,love olympics hashtag,33,32,21,3
tweet_669,brilliant Climate Change! 😢,positive,Climate Change,2025-08-27 09:12:45,user_266,63,137,9878,brilliant climate change!,brilliant climate change !,brilliant climate change,27,25,24,3
tweet_670,Netflix is acceptable 👍,neutral,Netflix,2025-08-17 07:13:37,user_282,69,0,3397,netflix is acceptable,netflix acceptable,netflix acceptable,23,21,18,2
tweet_671,Apple is a frustrating experience 🔥,negative,Apple,2025-08-05 13:56:32,user_468,87,323,3539,apple is a frustrating experience,apple frustrating experience,apple frustrating experience,35,33,28,3
tweet_672,Tesla Model 3 is ordinary omg,neutral,Tesla Model 3,2025-08-22 09:46:22,user_478,27,319,5866,tesla model 3 is ordinary omg,tesla model 3 ordinary omg,tesla model ordinary omg,29,29,24,4
tweet_673,iPhone 15 is nothing special @mention,neutral,iPhone 15,2025-08-04 07:07:39,user_437,97,215,1624,iphone 15 is nothing special,iphone 15 nothing special,iphone nothing special,37,28,22,3
tweet_674,Olympics 2024 is a pathetic omg,negative,Olympics 2024,2025-08-27 12:14:43,user_450,54,30,7501,olympics 2024 is a pathetic omg,olympics 2024 pathetic omg,olympics pathetic omg,31,31,21,3
tweet_675,Climate Change is typical ,neutral,Climate Change,2025-08-18 00:14:49,user_231,54,498,8459,climate change is typical,climate change typical,climate change typical,26,25,22,3
tweet_676,Tesla Model 3 is a useless @mention,negative,Tesla Model 3,2025-08-07 11:00:20,user_346,83,266,9070,tesla model 3 is a useless,tesla model 3 useless,tesla model useless,35,26,19,3
tweet_677,Climate Change is a not worth it 🔥,negative,Climate Change,2025-08-19 16:52:10,user_230,38,418,2295,climate change is a not worth it,climate change not worth,climate change not worth,34,32,24,4
tweet_678,Climate Change is a complete failure 👎,negative,Climate Change,2025-08-06 01:17:21,user_70,56,87,2825,climate change is a complete failure,climate change complete failure,climate change complete failure,38,36,31,4
tweet_679,Climate Change is a regret buying #fail,negative,Climate Change,2025-08-04 18:48:10,user_111,68,290,4617,climate change is a regret buying fail,climate change regret buying fail,climate change regret buying fail,39,38,33,5
tweet_680,Amazon is moderate #trending,neutral,Amazon,2025-08-25 03:59:02,user_145,64,106,6188,amazon is moderate trending,amazon moderate trending,amazon moderate trending,28,27,24,3
tweet_681,top notch iPhone 15! 😢,positive,iPhone 15,2025-08-21 09:21:47,user_71,86,371,5448,top notch iphone 15!,top notch iphone 15 !,top notch iphone,22,20,16,3
tweet_682,Microsoft is a broken check this out!,negative,Microsoft,2025-08-02 22:37:13,user_75,60,162,6363,microsoft is a broken check this out!,microsoft broken check !,microsoft broken check,37,37,22,3
tweet_683,Microsoft is a complete failure 😢,negative,Microsoft,2025-08-02 08:14:03,user_333,60,187,573,microsoft is a complete failure,microsoft complete failure,microsoft complete failure,33,31,26,3
tweet_684,Microsoft is acceptable #trending,neutral,Microsoft,2025-08-09 09:54:02,user_161,92,123,9340,microsoft is acceptable trending,microsoft acceptable trending,microsoft acceptable trending,33,32,29,3
tweet_685,ChatGPT is a frustrating experience 👎,negative,ChatGPT,2025-08-30 15:16:54,user_153,84,98,8616,chatgpt is a frustrating experience,chatgpt frustrating experience,chatgpt frustrating experience,37,35,30,3
tweet_686,Amazon is a pathetic #love,negative,Amazon,2025-08-10 09:50:57,user_148,25,419,5983,amazon is a pathetic love,amazon pathetic love,amazon pathetic love,26,25,20,3
tweet_687,Climate Change is a avoid this check this out!,negative,Climate Change,2025-08-30 12:07:30,user_426,76,11,2521,climate change is a avoid this check this out!,climate change avoid check !,climate change avoid check,46,46,26,4
tweet_688,Amazon is a frustrating experience agree?,negative,Amazon,2025-08-29 11:01:15,user_163,44,255,431,amazon is a frustrating experience agree?,amazon frustrating experience agree ?,amazon frustrating experience agree,41,41,35,4
tweet_689,Olympics 2024 is a pathetic RT @user:,negative,Olympics 2024,2025-08-02 15:40:37,user_107,8,9,1360,olympics 2024 is a pathetic,olympics 2024 pathetic,olympics pathetic,37,27,17,2
tweet_690,best ever Google! ,positive,Google,2025-08-14 00:14:57,user_303,90,301,8762,best ever google!,best ever google !,best ever google,18,17,16,3
tweet_691,awesome Amazon! #trending,positive,Amazon,2025-08-04 22:23:08,user_349,86,246,5390,awesome amazon! trending,awesome amazon ! trending,awesome amazon trending,25,24,23,3
tweet_692,Olympics 2024 is a complete failure agree?,negative,Olympics 2024,2025-08-27 20:13:39,user_370,53,411,5943,olympics 2024 is a complete failure agree?,olympics 2024 complete failure agree ?,olympics complete failure agree,42,42,31,4
tweet_693,brilliant Google! #love,positive,Google,2025-08-19 18:19:28,user_355,34,61,5573,brilliant google! love,brilliant google ! love,brilliant google love,23,22,21,3
tweet_694,Google is a frustrating experience #hate,negative,Google,2025-08-19 11:33:25,user_13,31,221,2137,google is a frustrating experience hate,google frustrating experience hate,google frustrating experience hate,40,39,34,4
tweet_695,Apple is a not worth it 👎,negative,Apple,2025-08-14 20:10:27,user_467,71,482,5436,apple is a not worth it,apple not worth,apple not worth,25,23,15,3
tweet_696,excellent service Microsoft! via @user,positive,Microsoft,2025-08-17 08:40:40,user_107,55,402,9225,excellent service microsoft! via,excellent service microsoft !,excellent service microsoft,38,32,27,3
tweet_697,perfect choice Amazon! agree?,positive,Amazon,2025-08-12 16:26:41,user_402,67,261,6102,perfect choice amazon! agree?,perfect choice amazon ! agree ?,perfect choice amazon agree,29,29,27,4
tweet_698,Microsoft is a broken #fail,negative,Microsoft,2025-08-29 10:02:47,user_368,69,190,5782,microsoft is a broken fail,microsoft broken fail,microsoft broken fail,27,26,21,3
tweet_699,Climate Change is a pathetic what do you think?,negative,Climate Change,2025-08-09 00:44:26,user_340,51,313,7429,climate change is a pathetic what do you think?,climate change pathetic think ?,climate change pathetic think,47,47,29,4
tweet_700,Amazon is a frustrating experience 💯,negative,Amazon,2025-08-14 12:27:20,user_111,10,470,1886,amazon is a frustrating experience,amazon frustrating experience,amazon frustrating experience,36,34,29,3
tweet_701,ChatGPT is decent enough ,neutral,ChatGPT,2025-08-05 13:29:04,user_110,90,311,585,chatgpt is decent enough,chatgpt decent enough,chatgpt decent enough,25,24,21,3
tweet_702,Microsoft is typical 👍,neutral,Microsoft,2025-08-04 14:39:36,user_216,2,113,223,microsoft is typical,microsoft typical,microsoft typical,22,20,17,2
tweet_703,Climate Change is nothing special thoughts?,neutral,Climate Change,2025-08-19 08:53:27,user_27,10,274,5572,climate change is nothing special thoughts?,climate change nothing special thoughts ?,climate change nothing special thought,43,43,38,5
tweet_704,Tesla Model 3 is ordinary 😍,neutral,Tesla Model 3,2025-08-19 05:34:19,user_73,58,166,1053,tesla model 3 is ordinary,tesla model 3 ordinary,tesla model ordinary,27,25,20,3
tweet_705,iPhone 15 is standard quality ,neutral,iPhone 15,2025-08-24 21:31:09,user_252,61,354,4316,iphone 15 is standard quality,iphone 15 standard quality,iphone standard quality,30,29,23,3
tweet_706,ChatGPT is ordinary 😢,neutral,ChatGPT,2025-08-21 17:27:26,user_421,72,135,3036,chatgpt is ordinary,chatgpt ordinary,chatgpt ordinary,21,19,16,2
tweet_707,iPhone 15 is a poor service 💯,negative,iPhone 15,2025-08-09 07:47:51,user_364,73,215,5110,iphone 15 is a poor service,iphone 15 poor service,iphone poor service,29,27,19,3
tweet_708,exceeded expectations Google! RT @user:,positive,Google,2025-08-15 09:05:48,user_370,13,84,1948,exceeded expectations google!,exceeded expectations google !,exceeded expectation google,39,29,27,3
tweet_709,iPhone 15 is typical 🔥,neutral,iPhone 15,2025-08-13 00:32:09,user_491,34,324,129,iphone 15 is typical,iphone 15 typical,iphone typical,22,20,14,2
tweet_710,Google is average product 😍,neutral,Google,2025-08-21 06:24:14,user_167,13,223,3681,google is average product,google average product,google average product,27,25,22,3
tweet_711,Amazon is ordinary ,neutral,Amazon,2025-08-13 22:40:07,user_119,97,15,9444,amazon is ordinary,amazon ordinary,amazon ordinary,19,18,15,2
tweet_712,outstanding Apple! 🔥,positive,Apple,2025-08-15 06:20:40,user_21,42,6,5563,outstanding apple!,outstanding apple !,outstanding apple,20,18,17,2
tweet_713,Tesla Model 3 is acceptable #amazing,neutral,Tesla Model 3,2025-08-10 11:11:27,user_429,28,54,4061,tesla model 3 is acceptable amazing,tesla model 3 acceptable amazing,tesla model acceptable amazing,36,35,30,4
tweet_714,exceeded expectations ChatGPT! 😢,positive,ChatGPT,2025-08-17 11:29:39,user_163,45,87,6446,exceeded expectations chatgpt!,exceeded expectations chatgpt !,exceeded expectation chatgpt,32,30,28,3
tweet_715,ChatGPT is a disgusting @mention,negative,ChatGPT,2025-08-08 11:18:56,user_256,0,371,3793,chatgpt is a disgusting,chatgpt disgusting,chatgpt disgusting,32,23,18,2
tweet_716,Amazon is a broken 😢...,negative,Amazon,2025-08-10 11:28:06,user_491,7,227,7669,amazon is a broken ...,amazon broken ...,amazon broken,23,22,13,2
tweet_717,Netflix is a frustrating experience ,negative,Netflix,2025-08-31 00:00:49,user_68,91,162,9403,netflix is a frustrating experience,netflix frustrating experience,netflix frustrating experience,36,35,30,3
tweet_718,Climate Change is a regret buying 😍,negative,Climate Change,2025-08-29 01:18:43,user_376,41,258,1709,climate change is a regret buying,climate change regret buying,climate change regret buying,35,33,28,4
tweet_719,Tesla Model 3 is a pathetic #trending,negative,Tesla Model 3,2025-08-30 16:33:35,user_432,16,317,5342,tesla model 3 is a pathetic trending,tesla model 3 pathetic trending,tesla model pathetic trending,37,36,29,4
tweet_720,top notch Microsoft! check this out!,positive,Microsoft,2025-08-21 06:41:22,user_433,73,255,651,top notch microsoft! check this out!,top notch microsoft ! check !,top notch microsoft check,36,36,25,4
tweet_721,awesome Olympics 2024! #trending,positive,Olympics 2024,2025-08-14 23:29:13,user_168,68,108,6581,awesome olympics 2024! trending,awesome olympics 2024 ! trending,awesome olympics trending,32,31,25,3
tweet_722,Google is a not worth it omg,negative,Google,2025-08-19 13:43:33,user_384,90,447,7135,google is a not worth it omg,google not worth omg,google not worth omg,28,28,20,4
tweet_723,ChatGPT is a total disappointment #fail,negative,ChatGPT,2025-08-09 12:32:50,user_29,25,364,8951,chatgpt is a total disappointment fail,chatgpt total disappointment fail,chatgpt total disappointment fail,39,38,33,4
tweet_724,exceeded expectations Google! 🔥,positive,Google,2025-08-26 02:21:14,user_456,47,86,3418,exceeded expectations google!,exceeded expectations google !,exceeded expectation google,31,29,27,3
tweet_725,outstanding Netflix! #love,positive,Netflix,2025-08-29 17:44:14,user_172,23,342,507,outstanding netflix! love,outstanding netflix ! love,outstanding netflix love,26,25,24,3
tweet_726,exceeded expectations Google! agree?,positive,Google,2025-08-06 18:37:54,user_415,34,203,8297,exceeded expectations google! agree?,exceeded expectations google ! agree ?,exceeded expectation google agree,36,36,33,4
tweet_727,Tesla Model 3 is a total disappointment 🔥,negative,Tesla Model 3,2025-08-20 18:32:56,user_473,17,57,1306,tesla model 3 is a total disappointment,tesla model 3 total disappointment,tesla model total disappointment,41,39,32,4
tweet_728,Netflix is a not worth it lol,negative,Netflix,2025-08-25 18:05:05,user_294,99,449,8547,netflix is a not worth it lol,netflix not worth lol,netflix not worth lol,29,29,21,4
tweet_729,Netflix is acceptable 😍,neutral,Netflix,2025-08-23 13:08:57,user_424,76,289,4653,netflix is acceptable,netflix acceptable,netflix acceptable,23,21,18,2
tweet_730,amazing product Netflix! 👍,positive,Netflix,2025-08-01 18:02:14,user_111,1,134,3961,amazing product netflix!,amazing product netflix !,amazing product netflix,26,24,23,3
tweet_731,Google is mixed feelings agree?,neutral,Google,2025-08-29 06:27:22,user_144,84,358,758,google is mixed feelings agree?,google mixed feelings agree ?,google mixed feeling agree,31,31,26,4
tweet_732,Amazon is a useless 👍,negative,Amazon,2025-08-13 00:09:29,user_64,65,28,3579,amazon is a useless,amazon useless,amazon useless,21,19,14,2
tweet_733,excellent service Climate Change! agree?,positive,Climate Change,2025-08-05 21:44:25,user_77,54,487,8396,excellent service climate change! agree?,excellent service climate change ! agree ?,excellent service climate change agree,40,40,38,5
tweet_734,Amazon is acceptable 👎,neutral,Amazon,2025-08-16 05:09:29,user_413,84,138,1669,amazon is acceptable,amazon acceptable,amazon acceptable,22,20,17,2
tweet_735,blown away Amazon! via @user,positive,Amazon,2025-08-07 21:04:35,user_144,57,490,4386,blown away amazon! via,blown away amazon !,blown away amazon,28,22,17,3
tweet_736,awesome Amazon! 👍,positive,Amazon,2025-08-27 19:18:09,user_68,74,375,1996,awesome amazon!,awesome amazon !,awesome amazon,17,15,14,2
tweet_737,exceeded expectations iPhone 15! what do you think?,positive,iPhone 15,2025-08-03 06:36:34,user_159,4,133,4013,exceeded expectations iphone 15! what do you think?,exceeded expectations iphone 15 ! think ?,exceeded expectation iphone think,51,51,33,4
tweet_738,Microsoft is a frustrating experience #hashtag,negative,Microsoft,2025-08-23 08:20:49,user_90,41,171,2557,microsoft is a frustrating experience hashtag,microsoft frustrating experience hashtag,microsoft frustrating experience hashtag,46,45,40,4
tweet_739,blown away Netflix! RT @user:,positive,Netflix,2025-08-20 09:37:04,user_166,26,460,4415,blown away netflix!,blown away netflix !,blown away netflix,29,19,18,3
tweet_740,blown away ChatGPT! #hashtag,positive,ChatGPT,2025-08-27 19:09:16,user_416,73,81,3423,blown away chatgpt! hashtag,blown away chatgpt ! hashtag,blown away chatgpt hashtag,28,27,26,4
tweet_741,Netflix is a not worth it ,negative,Netflix,2025-08-09 00:30:36,user_162,61,165,6231,netflix is a not worth it,netflix not worth,netflix not worth,26,25,17,3
tweet_742,awesome Amazon! ,positive,Amazon,2025-08-26 21:40:15,user_91,17,343,5978,awesome amazon!,awesome amazon !,awesome amazon,16,15,14,2
tweet_743,Amazon is standard quality @mention,neutral,Amazon,2025-08-25 19:47:22,user_124,98,392,6840,amazon is standard quality,amazon standard quality,amazon standard quality,35,26,23,3
tweet_744,Netflix is a horrible #hate,negative,Netflix,2025-08-30 02:14:50,user_4,22,408,5068,netflix is a horrible hate,netflix horrible hate,netflix horrible hate,27,26,21,3
tweet_745,Climate Change is not bad 👍,neutral,Climate Change,2025-08-17 12:19:34,user_114,80,77,151,climate change is not bad,climate change not bad,climate change not bad,27,25,22,4
tweet_746,Apple is mixed feelings agree?,neutral,Apple,2025-08-04 00:20:44,user_481,99,165,7988,apple is mixed feelings agree?,apple mixed feelings agree ?,apple mixed feeling agree,30,30,25,4
tweet_747,awesome ChatGPT! omg,positive,ChatGPT,2025-08-22 17:35:58,user_486,47,423,6935,awesome chatgpt! omg,awesome chatgpt ! omg,awesome chatgpt omg,20,20,19,3
tweet_748,outstanding Amazon! lol,positive,Amazon,2025-08-06 19:36:08,user_416,58,40,4973,outstanding amazon! lol,outstanding amazon ! lol,outstanding amazon lol,23,23,22,3
tweet_749,Apple is a regret buying what do you think?,negative,Apple,2025-08-02 07:32:17,user_470,19,216,5897,apple is a regret buying what do you think?,apple regret buying think ?,apple regret buying think,43,43,25,4
tweet_750,top notch Google! ,positive,Google,2025-08-11 05:03:22,user_314,70,255,2603,top notch google!,top notch google !,top notch google,18,17,16,3
tweet_751,top notch Apple! #amazing,positive,Apple,2025-08-08 14:44:01,user_429,34,414,9938,top notch apple! amazing,top notch apple ! amazing,top notch apple amazing,25,24,23,4
tweet_752,ChatGPT is a avoid this 💯,negative,ChatGPT,2025-08-06 12:44:02,user_257,20,324,7255,chatgpt is a avoid this,chatgpt avoid,chatgpt avoid,25,23,13,2
tweet_753,perfect choice Tesla Model 3! RT @user:,positive,Tesla Model 3,2025-08-11 03:16:13,user_22,1,30,1284,perfect choice tesla model 3!,perfect choice tesla model 3 !,perfect choice tesla model,39,29,26,4
tweet_754,exceeded expectations Olympics 2024! omg,positive,Olympics 2024,2025-08-07 01:24:18,user_38,56,402,2554,exceeded expectations olympics 2024! omg,exceeded expectations olympics 2024 ! omg,exceeded expectation olympics omg,40,40,33,4
tweet_755,Apple is it's okay omg,neutral,Apple,2025-08-13 22:23:27,user_107,99,36,5459,apple is it is okay omg,apple okay omg,apple okay omg,22,23,14,3
tweet_756,outstanding Climate Change! #amazing,positive,Climate Change,2025-08-19 16:24:55,user_248,37,459,7808,outstanding climate change! amazing,outstanding climate change ! amazing,outstanding climate change amazing,36,35,34,4
tweet_757,Netflix is a frustrating experience #amazing,negative,Netflix,2025-08-11 12:37:56,user_434,77,276,4918,netflix is a frustrating experience amazing,netflix frustrating experience amazing,netflix frustrating experience amazing,44,43,38,4
tweet_758,Microsoft is it's okay agree?,neutral,Microsoft,2025-08-07 15:50:19,user_56,59,388,4497,microsoft is it is okay agree?,microsoft okay agree ?,microsoft okay agree,29,30,20,3
tweet_759,iPhone 15 is ordinary 😍,neutral,iPhone 15,2025-08-16 21:58:44,user_204,9,460,2002,iphone 15 is ordinary,iphone 15 ordinary,iphone ordinary,23,21,15,2
tweet_760,awesome Amazon! #hate,positive,Amazon,2025-08-16 07:13:24,user_440,27,343,1736,awesome amazon! hate,awesome amazon ! hate,awesome amazon hate,21,20,19,3
tweet_761,top notch Apple! check this out!,positive,Apple,2025-08-07 19:03:53,user_347,41,369,6439,top notch apple! check this out!,top notch apple ! check !,top notch apple check,32,32,21,4
tweet_762,fantastic experience Tesla Model 3! #love,positive,Tesla Model 3,2025-08-07 17:28:22,user_80,87,423,1012,fantastic experience tesla model 3! love,fantastic experience tesla model 3 ! love,fantastic experience tesla model love,41,40,37,5
tweet_763,exceeded expectations ChatGPT! 👍,positive,ChatGPT,2025-08-17 18:04:03,user_286,48,50,320,exceeded expectations chatgpt!,exceeded expectations chatgpt !,exceeded expectation chatgpt,32,30,28,3
tweet_764,ChatGPT is fair price lol,neutral,ChatGPT,2025-08-14 13:18:18,user_168,74,248,6637,chatgpt is fair price lol,chatgpt fair price lol,chatgpt fair price lol,25,25,22,4
tweet_765,Google is standard quality check this out!,neutral,Google,2025-08-19 00:37:07,user_7,53,56,1275,google is standard quality check this out!,google standard quality check !,google standard quality check,42,42,29,4
tweet_766,highly recommend Tesla Model 3! 👎,positive,Tesla Model 3,2025-08-12 10:50:54,user_66,39,482,8173,highly recommend tesla model 3!,highly recommend tesla model 3 !,highly recommend tesla model,33,31,28,4
tweet_767,top notch Microsoft! 🔥,positive,Microsoft,2025-08-20 12:10:27,user_250,25,167,1737,top notch microsoft!,top notch microsoft !,top notch microsoft,22,20,19,3
tweet_768,ChatGPT is typical what do you think?,neutral,ChatGPT,2025-08-09 14:16:24,user_265,3,316,3450,chatgpt is typical what do you think?,chatgpt typical think ?,chatgpt typical think,37,37,21,3
tweet_769,Climate Change is decent enough @mention,neutral,Climate Change,2025-08-21 13:23:39,user_311,56,49,3613,climate change is decent enough,climate change decent enough,climate change decent enough,40,31,28,4
tweet_770,Apple is fair price ,neutral,Apple,2025-08-09 02:24:34,user_243,29,376,2522,apple is fair price,apple fair price,apple fair price,20,19,16,3
tweet_771,Tesla Model 3 is acceptable via @user,neutral,Tesla Model 3,2025-08-02 07:06:52,user_477,77,428,768,tesla model 3 is acceptable via,tesla model 3 acceptable,tesla model acceptable,37,31,22,3
tweet_772,Netflix is reasonable option #fail,neutral,Netflix,2025-08-27 21:25:11,user_363,4,367,6189,netflix is reasonable option fail,netflix reasonable option fail,netflix reasonable option fail,34,33,30,4
tweet_773,Netflix is a horrible 👍,negative,Netflix,2025-08-01 17:41:56,user_72,60,261,5551,netflix is a horrible,netflix horrible,netflix horrible,23,21,16,2
tweet_774,Amazon is a regret buying @mention,negative,Amazon,2025-08-17 14:19:33,user_448,95,434,4276,amazon is a regret buying,amazon regret buying,amazon regret buying,34,25,20,3
tweet_775,iPhone 15 is nothing special lol,neutral,iPhone 15,2025-08-27 07:13:40,user_290,41,419,6697,iphone 15 is nothing special lol,iphone 15 nothing special lol,iphone nothing special lol,32,32,26,4
tweet_776,Google is a terrible quality ,negative,Google,2025-08-01 21:19:09,user_112,58,448,453,google is a terrible quality,google terrible quality,google terrible quality,29,28,23,3
tweet_777,Climate Change is a avoid this #amazing,negative,Climate Change,2025-08-30 09:43:31,user_19,14,445,3833,climate change is a avoid this amazing,climate change avoid amazing,climate change avoid amazing,39,38,28,4
tweet_778,Google is fair price #love,neutral,Google,2025-08-03 19:12:24,user_380,15,406,2205,google is fair price love,google fair price love,google fair price love,26,25,22,4
tweet_779,Amazon is a regret buying #love,negative,Amazon,2025-08-11 21:29:07,user_473,48,363,1929,amazon is a regret buying love,amazon regret buying love,amazon regret buying love,31,30,25,4
tweet_780,Apple is could be better via @user,neutral,Apple,2025-08-13 07:57:32,user_151,89,422,7389,apple is could be better via,apple could better,apple could better,34,28,18,3
tweet_781,Olympics 2024 is a horrible omg,negative,Olympics 2024,2025-08-02 12:03:58,user_105,74,133,6810,olympics 2024 is a horrible omg,olympics 2024 horrible omg,olympics horrible omg,31,31,21,3
tweet_782,fantastic experience Microsoft! omg,positive,Microsoft,2025-08-16 10:03:48,user_166,4,215,6194,fantastic experience microsoft! omg,fantastic experience microsoft ! omg,fantastic experience microsoft omg,35,35,34,4
tweet_783,Climate Change is a regret buying #fail,negative,Climate Change,2025-08-15 11:48:37,user_167,63,397,5751,climate change is a regret buying fail,climate change regret buying fail,climate change regret buying fail,39,38,33,5
tweet_784,Amazon is a complete failure check this out!,negative,Amazon,2025-08-17 03:27:13,user_270,98,335,8628,amazon is a complete failure check this out!,amazon complete failure check !,amazon complete failure check,44,44,29,4
tweet_785,Olympics 2024 is fair price check this out!,neutral,Olympics 2024,2025-08-23 16:14:50,user_16,39,119,6065,olympics 2024 is fair price check this out!,olympics 2024 fair price check !,olympics fair price check,43,43,25,4
tweet_786,highly recommend Google! #love,positive,Google,2025-08-04 00:42:35,user_234,25,59,5097,highly recommend google! love,highly recommend google ! love,highly recommend google love,30,29,28,4
tweet_787,Microsoft is typical via @user,neutral,Microsoft,2025-08-04 00:25:14,user_276,7,9,9022,microsoft is typical via,microsoft typical,microsoft typical,30,24,17,2
tweet_788,incredible quality Microsoft! #amazing,positive,Microsoft,2025-08-02 04:36:01,user_347,99,19,7572,incredible quality microsoft! amazing,incredible quality microsoft ! amazing,incredible quality microsoft amazing,38,37,36,4
tweet_789,Apple is could be better @mention,neutral,Apple,2025-08-28 11:23:24,user_246,67,112,2883,apple is could be better,apple could better,apple could better,33,24,18,3
tweet_790,best ever Amazon! #fail,positive,Amazon,2025-08-02 00:39:35,user_173,18,9,1542,best ever amazon! fail,best ever amazon ! fail,best ever amazon fail,23,22,21,4
tweet_791,Olympics 2024 is moderate ,neutral,Olympics 2024,2025-08-11 00:17:03,user_70,53,328,710,olympics 2024 is moderate,olympics 2024 moderate,olympics moderate,26,25,17,2
tweet_792,Olympics 2024 is a total disappointment via @user,negative,Olympics 2024,2025-08-02 12:47:40,user_162,10,360,6949,olympics 2024 is a total disappointment via,olympics 2024 total disappointment,olympics total disappointment,49,43,29,3
tweet_793,ChatGPT is a horrible #fail,negative,ChatGPT,2025-08-11 20:17:06,user_268,14,495,7511,chatgpt is a horrible fail,chatgpt horrible fail,chatgpt horrible fail,27,26,21,3
tweet_794,awesome Olympics 2024! #trending,positive,Olympics 2024,2025-08-07 11:12:23,user_426,97,448,4737,awesome olympics 2024! trending,awesome olympics 2024 ! trending,awesome olympics trending,32,31,25,3
tweet_795,Apple is typical omg,neutral,Apple,2025-08-21 15:47:41,user_254,49,372,7321,apple is typical omg,apple typical omg,apple typical omg,20,20,17,3
tweet_796,Netflix is acceptable 😍,neutral,Netflix,2025-08-05 22:38:35,user_252,83,265,8244,netflix is acceptable,netflix acceptable,netflix acceptable,23,21,18,2
tweet_797,Apple is a total disappointment ,negative,Apple,2025-08-21 14:53:13,user_126,76,386,2730,apple is a total disappointment,apple total disappointment,apple total disappointment,32,31,26,3
tweet_798,exceeded expectations Google! @mention,positive,Google,2025-08-10 21:52:50,user_298,60,272,4002,exceeded expectations google!,exceeded expectations google !,exceeded expectation google,38,29,27,3
tweet_799,Netflix is a not worth it @mention,negative,Netflix,2025-08-12 11:00:08,user_403,30,461,2634,netflix is a not worth it,netflix not worth,netflix not worth,34,25,17,3
tweet_800,Tesla Model 3 is a pathetic 👍,negative,Tesla Model 3,2025-08-31 02:16:21,user_345,17,242,3252,tesla model 3 is a pathetic,tesla model 3 pathetic,tesla model pathetic,29,27,20,3
tweet_801,perfect choice Tesla Model 3! 😢,positive,Tesla Model 3,2025-08-20 08:04:13,user_424,17,371,1071,perfect choice tesla model 3!,perfect choice tesla model 3 !,perfect choice tesla model,31,29,26,4
tweet_802,Netflix is average product 😍,neutral,Netflix,2025-08-29 14:28:58,user_76,5,129,2872,netflix is average product,netflix average product,netflix average product,28,26,23,3
tweet_803,amazing product Microsoft! 👍,positive,Microsoft,2025-08-16 09:48:27,user_216,32,481,8760,amazing product microsoft!,amazing product microsoft !,amazing product microsoft,28,26,25,3
tweet_804,iPhone 15 is a avoid this ,negative,iPhone 15,2025-08-19 10:39:01,user_447,94,496,8453,iphone 15 is a avoid this,iphone 15 avoid,iphone avoid,26,25,12,2
tweet_805,Microsoft is a worst purchase 🔥,negative,Microsoft,2025-08-05 14:15:13,user_21,90,296,4638,microsoft is a worst purchase,microsoft worst purchase,microsoft worst purchase,31,29,24,3
tweet_806,Tesla Model 3 is acceptable 💯,neutral,Tesla Model 3,2025-08-18 03:58:29,user_474,42,23,8832,tesla model 3 is acceptable,tesla model 3 acceptable,tesla model acceptable,29,27,22,3
tweet_807,AWESOME GOOGLE! 👍,positive,Google,2025-08-07 16:34:01,user_9,48,224,977,awesome google!,awesome google !,awesome google,17,15,14,2
tweet_808,awesome Tesla Model 3! check this out!,positive,Tesla Model 3,2025-08-17 03:42:12,user_43,95,362,2739,awesome tesla model 3! check this out!,awesome tesla model 3 ! check !,awesome tesla model check,38,38,25,4
tweet_809,Apple is fair price #love,neutral,Apple,2025-08-03 23:50:21,user_83,99,120,3856,apple is fair price love,apple fair price love,apple fair price love,25,24,21,4
tweet_810,Microsoft is a waste of money omg,negative,Microsoft,2025-08-28 01:43:37,user_99,57,448,8807,microsoft is a waste of money omg,microsoft waste money omg,microsoft waste money omg,33,33,25,4
tweet_811,Netflix is a broken #trending,negative,Netflix,2025-08-16 17:37:08,user_138,44,150,1298,netflix is a broken trending,netflix broken trending,netflix broken trending,29,28,23,3
tweet_812,Climate Change is a useless thoughts?,negative,Climate Change,2025-08-05 11:38:07,user_376,7,427,4962,climate change is a useless thoughts?,climate change useless thoughts ?,climate change useless thought,37,37,30,4
tweet_813,totally worth it Netflix! omg,positive,Netflix,2025-08-28 07:05:15,user_141,69,193,7632,totally worth it netflix! omg,totally worth netflix ! omg,totally worth netflix omg,29,29,25,4
tweet_814,Climate Change is a horrible 🔥,negative,Climate Change,2025-08-05 15:38:42,user_322,20,59,2827,climate change is a horrible,climate change horrible,climate change horrible,30,28,23,3
tweet_815,iPhone 15 is mixed feelings lol,neutral,iPhone 15,2025-08-11 12:13:33,user_216,17,229,3564,iphone 15 is mixed feelings lol,iphone 15 mixed feelings lol,iphone mixed feeling lol,31,31,24,4
